ResponseID,ResponseSet,Name,ExternalDataReference,Country,Status,StartDate,EndDate,Finished,Eff,Consent,Instruct1,ArticleIns,ArtInstruc,Neutral,HighEff,LowEff,ReadTime_1,ReadTime_2,ReadTime_3,ReadTime_4,MCIntro,Scary,Disgusting,Severe,Threaten,Effective,GWInstruct,GW01Trend,GW02HumDri,GW03Smoke,GW05Percen,GW06Solar,GW07Little,GW08Direct,GW09Threat,IntentionI,In01Bulbs,In02Winter,In03Summer,In04Washin,In05Dryer,In06Recycl,In07Paper,In08Water,In09Bags,In10Drive,In11Vote,In12Write,MoralIntro,M01Suffer,M02Rights,M03Proud,M04Guilty,M05Virtuou,M06Negativ,M07Positiv,M08Punish,M09Reward,M10Wrong,M11Right,PolicyIntr,Policies_Plastic,Policies_Reuse,Policies_Cup,Policies_Commute,Policies_Hybrid,Policies_MPG,Policies_Carpool,Disposable,Reusable,Drinks,Commuter,Hybrid,MPG,Carpool,DemoInstru,Gender,age,LibCon,Suspicion,Purpose,Thoughts,BebriefInt,Debriefing,GW06Solar_r,GW07Little_r,negEmoAvg,beliefAvg,intentionAvg,moralAvg,policyCount,filter_$,MatchSequence,ZintentionAvg,ZmoralAvg
R_b8dFql1mwDecfuR,Live,Anonymous,,United States,0,6/22/15 9:14,6/22/15 9:21,1,0.5,4,1,1,1,1,1,,0,0,53.558,0,1,7,5,6,6,6,1,7,7,7,7,1,1,7,7,1,7,7,7,7,2,7,7,5,4,7,7,3,1,7,7,7,4,3,5,4,4,4,3,4,1,2,1,1,2,1,1,1,,1,5,,10,10,1,1,2,56,1,1,To determine whether or not personal beliefs about global warming and individual actions are thought to be moral or immoral, ,1,1,7,7,6,7,5.833333333,4.727272727,5,1,0,0.947592884,0.110814904
R_0U0HHRJ3DaeSO9L,Live,Anonymous,,United States,0,6/16/15 11:14,6/16/15 11:18,1,0.5,4,1,1,1,1,1,,1.712,58.206,60.399,5,1,7,6,7,6,6,1,7,7,7,7,2,1,7,7,1,6,3,5,6,1,3,3,3,6,3,7,3,1,7,7,6,6,3,4,3,5,6,3,4,1,1,2,2,1,2,2,1,1,,,2,,,3,1,1,21,1,1,I can't even begin to guess., ,1,1,6,7,6.5,6.875,4.083333333,4.909090909,3,1,0,-0.476043933,0.249651967
R_3dDEmVBZx9wlg0t,Live,Anonymous,,United States,0,6/16/15 10:21,6/16/15 10:31,1,0.5,4,1,1,1,1,1,,2.664,13.872,137.593,2,1,7,6,7,6,6,1,7,7,7,7,1,1,7,6,1,7,6,7,7,7,7,5,6,7,2,6,6,1,7,6,7,6,5,6,5,5,6,6,5,1,2,1,1,2,1,2,2,,5,2,,5,,,1,2,33,2,1,beliefs on climate change in the ethical implications,no,1,1,7,7,6.5,6.875,6.083333333,5.818181818,3,1,0,1.150969573,0.943837283
R_ekDaLNrBJnmg3eB,Live,Anonymous,,United States,0,6/16/15 10:36,6/16/15 10:43,1,-0.5,4,1,1,1,1,,1,0,0,199.452,0,1,6,6,7,5,1,1,7,7,7,7,1,1,7,6,1,5,7,1,7,1,5,6,7,5,2,6,3,1,5,4,6,4,3,5,3,4,6,1,4,1,1,1,1,2,1,1,2,1,5,5,,5,5,,1,2,24,1,1,To examine how we feel about global warming and climate change., ,1,1,7,7,6,6.875,4.583333333,4.090909091,5,1,0,-0.069290556,-0.375114818
R_exMoKQROy4wnGux,Live,Anonymous,,United States,0,6/16/15 10:16,6/16/15 10:25,1,0.5,4,1,1,1,1,1,,0,0,88.581,0,1,7,3,7,6,6,1,7,7,7,7,1,1,7,6,1,7,5,7,5,4,7,4,7,7,7,6,3,1,6,5,6,6,5,4,6,5,7,6,4,1,1,1,1,1,1,1,2,5,5,5,4,10,10,,1,2,56,3,1,It might be about climate change opinions.  I might also be abou acceptance of public policy changes related to climate change.,"\As a scientist who accepts the research and evidence on climate change""", I might not be a typical consumer.  As someone who owns a hybrid car (driven less than 5000 miles a year because I bicycle everywhere), who already uses permanant shopping bags and keeps the thermostat at 78 summer 63 winter,7,7,5.75,6.875,5.75,5.454545455,6,1,0,0.879800655,0.666163157
R_43dwfnfQHBJYNXT,Live,Anonymous,,United States,0,6/16/15 10:05,6/16/15 10:13,1,-0.5,4,1,1,1,1,,1,0,0,74.896,0,1,6,4,6,5,7,1,7,7,7,7,1,1,7,7,1,7,7,7,7,4,7,7,7,7,7,7,5,1,7,7,7,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,2,1,2,5,4,10,10,,1,1,61,3,1,To collect data, ,1,1,7,7,5.25,7,6.583333333,4.818181818,6,1,0,1.557722949,0.180233435
R_bwqwSdtZMsDQMUR,Live,Anonymous,,United States,0,6/22/15 8:52,6/22/15 8:59,1,-0.5,4,1,1,1,1,,1,0,0,61.062,0,1,7,6,7,7,5,1,7,7,7,6,1,1,7,7,1,7,4,5,7,3,7,7,7,6,5,7,4,1,7,7,5,7,5,2,6,6,5,5,4,1,1,1,1,1,1,1,1,1,1,1,10,5,10,2,1,1,43,2,1,Make you think that you can't do anything and measure it's impact,thanks,1,1,7,7,6.75,6.875,5.75,5.363636364,7,1,0,0.879800655,0.596744625
R_0CD4rnl8hEX44qF,Live,Anonymous,,United States,0,6/22/15 9:08,6/22/15 9:21,1,-0.5,4,1,1,1,1,,1,0,0,60.276,0,1,5,5,6,6,6,1,6,7,7,6,1,1,4,6,1,6,7,1,7,5,4,6,7,7,3,7,6,1,7,3,7,7,2,6,2,2,6,2,6,1,1,1,1,2,1,1,2,1,1,1,,10,10,,1,2,27,5,1,The purpose of this study is to see what people think about climate control and what are appropriate ways of rewarding/punishing behavior that helps/harms the climate control movement.,nope,1,1,7,7,5.5,6.25,5.5,4.545454545,5,1,0,0.676423967,-0.02802216
R_6VZ6vTvTA0gSxRH,Live,Anonymous,,United States,0,6/16/15 10:02,6/16/15 10:09,1,0.5,4,1,1,1,1,1,,0,0,52.805,0,1,7,6,6,6,6,1,7,6,7,6,2,1,7,5,1,7,6,6,7,3,7,6,3,6,3,7,4,1,6,6,6,7,4,7,6,7,7,5,5,1,1,1,1,2,1,1,1,5,5,5,,10,6,8,1,2,31,5,1,Perceptions of climate change / Attitudes towards individual efforts to reduce it,no,1,1,6,7,6.25,6.375,5.416666667,6,6,1,0,0.608631738,1.082674347
R_9KAPZt8xgyjHhZP,Live,Anonymous,,United States,0,6/22/15 10:09,6/22/15 10:19,1,0.5,4,1,1,1,1,1,,78.405,78.884,88.382,2,1,7,6,7,6,5,1,6,7,6,6,3,2,6,6,1,7,2,6,7,2,6,6,6,7,5,7,3,1,6,7,7,6,5,5,7,6,6,5,5,1,1,1,2,2,1,1,2,3,1,,,10,5,,1,1,34,2,1,The effects of global warming on people and attitudes towards changing it.,No additional thoughts,1,1,5,6,6.5,6,5.333333333,5.909090909,4,1,0,0.540839508,1.013255815
R_9ukQSGZCtF5UmKF,Live,Anonymous,,United States,0,6/16/15 10:22,6/16/15 10:29,1,0.5,4,1,1,1,1,1,,0,0,70.623,0,1,6,4,5,6,6,1,5,5,5,5,2,2,5,5,1,7,7,2,3,2,7,7,7,7,2,6,2,1,6,6,5,5,1,5,3,3,5,3,4,1,1,1,1,2,1,2,2,1,1,1,,5,,,1,2,21,2,1,opinions on climate change and what can be done,na,1,1,6,6,5.25,5.25,4.916666667,4.181818182,4,1,0,0.201878361,-0.305696286
R_cRUYfQf4Njb4neB,Live,Anonymous,,United States,0,6/16/15 10:01,6/16/15 10:05,1,0.5,4,1,1,1,1,1,,0,0,61.449,0,1,7,5,7,5,5,1,7,7,6,6,1,2,6,7,1,2,6,1,7,2,5,6,3,2,3,5,1,1,6,6,6,6,6,6,6,6,6,6,6,1,2,1,1,2,1,2,1,,1,1,,1,,10,1,2,19,2,1,no idea, ,1,1,7,6,6,6.5,3.583333333,6,4,1,0,-0.882797309,1.082674347
R_6o3WisMEJyZCFBr,Live,Anonymous,,United States,0,6/16/15 9:55,6/16/15 10:01,1,0.5,4,1,1,1,1,1,,0,0,49.36,0,1,6,7,6,5,6,1,7,7,7,6,2,1,7,7,1,5,1,2,5,2,7,5,6,5,5,7,2,1,7,7,7,7,2,3,2,3,7,5,5,1,2,1,1,2,1,1,1,,10,10,,10,10,3,1,1,24,1,1,To understand how people's views are affected by climate change reporting., ,1,1,6,7,6,6.75,4.333333333,5,5,1,0,-0.272667245,0.319070499
R_0pJMnhoHukaHyx7,Live,Anonymous,,United States,0,6/22/15 9:21,6/22/15 9:35,1,-0.5,4,1,1,1,1,,1,0,0,101.402,0,1,5,6,6,2,3,1,4,6,6,7,1,1,6,7,1,4,3,6,7,1,3,1,7,3,7,7,1,1,7,7,6,5,2,4,4,4,5,2,4,1,2,1,1,2,1,1,2,,5,3,,10,8,,1,2,21,2,1,I would guess the purpose of the study is to see how the bias of the initial article affects an individual's opinions on the subject matter of said article.,"\In wording the questions about the morality of contributing to global warming"""," I think \\""ethical\""\"" would be a more appropriate term.\""""",1,7,7,4.75,6.25,4.166666667,4.545454545,4,1,0,-0.408251703,-0.02802216
R_2333eRzc904rXQF,Live,Anonymous,,United States,0,6/22/15 9:16,6/22/15 9:24,1,-0.5,4,1,1,1,1,,1,0,0,142.985,0,1,3,6,2,5,5,1,5,2,5,3,2,6,4,5,1,3,5,5,4,6,3,6,2,3,4,2,6,1,5,3,3,6,5,3,2,4,3,3,6,1,1,1,1,1,1,1,1,4,3,2,4,6,3,6,1,1,24,3,1,Not sure,No,1,1,6,2,4,4,4.083333333,3.909090909,7,1,0,-0.476043933,-0.513951881
R_0iiMDNHsFmETOSN,Live,Anonymous,,United States,0,6/16/15 9:58,6/16/15 10:05,1,-0.5,4,1,1,1,1,,1,0,0,75.671,0,1,7,7,6,6,2,1,6,7,7,5,2,2,5,7,1,7,7,6,7,2,6,7,1,5,2,6,1,1,4,4,6,5,7,7,7,7,7,5,4,1,1,1,2,2,1,2,2,1,5,,,10,,,1,2,26,4,1,The purpose of this study may be to see how different demographic categories view climate change in relation to consumer responsibility.,no,1,1,6,6,6.5,6.125,4.75,5.727272727,3,1,0,0.066293902,0.874418752
R_6Yhdk8LME8Yy1zD,Live,Anonymous,,United States,0,6/16/15 10:03,6/16/15 10:09,1,0.5,4,1,1,1,1,1,,0,0,50.961,0,1,2,5,2,2,3,1,5,2,3,1,6,6,3,2,1,2,1,5,5,1,6,3,5,1,1,1,1,1,2,2,1,3,1,3,1,1,1,2,1,1,2,1,2,2,2,2,2,,2,,,,,,1,1,44,4,1,The effect of a person's demographics on their opinion of global warming.,No,1,1,2,2,2.75,2.5,2.666666667,1.636363636,1,1,0,-1.628511832,-2.249415172
R_77lqHvwsfv9OXDn,Live,Anonymous,,United States,0,6/16/15 10:20,6/16/15 10:28,1,0.5,4,1,1,1,1,1,,0,0,75.728,0,1,6,5,6,5,7,1,7,6,6,4,5,1,6,7,1,7,5,4,7,4,7,6,6,7,4,5,2,1,6,5,6,7,4,4,4,6,7,5,6,1,1,1,1,2,1,1,2,1,1,1,,10,5,,1,2,41,3,1,To find out peoples perception of global warming and if they are willing to take measures to help the effects of it,no,1,1,3,7,5.5,5.75,5.333333333,5.454545455,5,1,0,0.540839508,0.666163157
R_0rG3YCWmaV9qrbv,Live,Anonymous,,United States,0,6/16/15 10:05,6/16/15 10:12,1,0.5,4,1,1,1,1,1,,0,0,55.394,0,1,7,3,6,7,6,1,7,6,6,5,1,2,7,7,1,6,1,1,7,2,7,5,7,7,1,7,1,1,6,4,7,5,2,3,2,2,4,4,2,1,2,1,1,2,1,1,2,,5,5,,5,2,,1,2,22,3,1,Study is trying to link moral judgments with the information about global warming., ,1,1,7,6,5.75,6.375,4.333333333,3.727272727,4,1,0,-0.272667245,-0.652788944
R_3f6tzqiWad7c7Cl,Live,Anonymous,,United States,0,6/16/15 9:48,6/16/15 9:57,1,-0.5,4,1,1,1,1,,1,0,0,96.071,0,1,4,6,5,5,1,1,5,5,3,5,4,3,4,7,1,6,6,6,1,1,7,7,7,7,1,7,1,1,2,2,4,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,,1,1,,,,,1,1,42,2,1,too assess points of view on climate change/global warming,no,1,1,4,5,5,4.75,4.75,1.454545455,2,1,0,0.066293902,-2.388252235
R_9vJ7KQU9wS1D1A1,Live,Anonymous,,United States,0,6/16/15 10:14,6/16/15 10:20,1,0.5,4,1,1,1,1,1,,0,0,49.438,0,1,4,3,5,4,1,1,5,5,5,3,4,3,5,4,1,4,5,5,2,2,4,3,4,3,3,4,3,1,5,2,4,5,3,4,3,4,5,3,5,1,1,1,1,2,1,1,1,1,10,5,,10,10,4,1,1,35,4,1,To judge moral decisions when it comes to climate change and peoples opinions about it,None,1,1,4,5,4,4.5,3.5,3.909090909,6,1,0,-0.950589538,-0.513951881
R_2lf1fCp0GTdsvGt,Live,Anonymous,,United States,0,6/22/15 9:19,6/22/15 9:27,1,-0.5,4,1,1,1,1,,1,0,0,74.438,0,1,1,2,2,1,1,1,1,1,2,1,4,4,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,,,,,,,1,1,32,4,1,To find out how people really feel about Climate change., ,1,1,4,4,1.5,1.875,1.416666667,1,0,1,0,-2.645395273,-2.735344894
R_eh4fBokGtLjlZit,Live,Anonymous,,United States,0,6/16/15 10:30,6/16/15 10:43,1,0.5,4,1,1,1,1,1,,0,0,51.893,0,1,3,4,3,2,4,1,1,1,3,3,6,6,3,3,1,7,7,3,5,1,6,2,6,6,3,4,1,1,4,2,4,6,2,2,3,4,5,3,5,1,2,2,2,2,1,2,2,,,,,5,,,1,2,38,7,1,To convince people to be scared about global warming,no,1,1,2,2,3,2.25,4.25,3.636363636,1,1,0,-0.340459474,-0.722207476
R_cNsPqBmFDLB7XNj,Live,Anonymous,,United States,0,6/16/15 9:53,6/16/15 10:08,1,-0.5,4,1,1,1,1,,1,0,0,105.035,0,1,5,5,4,4,1,1,7,6,6,4,4,2,5,5,1,2,1,1,5,1,7,3,4,2,3,4,1,1,6,4,5,4,4,4,4,6,6,4,4,1,2,1,2,2,1,1,2,,1,,,10,5,,1,1,35,3,1,Global warming attitudes, ,1,1,4,6,4.5,5.375,2.833333333,4.636363636,3,1,0,-1.492927374,0.041396372
R_1R1QO0gComZrPX7,Live,Anonymous,,United States,0,6/22/15 8:52,6/22/15 9:03,1,-0.5,4,1,1,1,1,,1,0,0,0,0,1,4,5,5,5,2,1,5,6,5,5,2,3,5,5,1,5,5,3,5,3,5,5,5,4,2,4,5,1,5,5,5,6,2,4,5,6,6,6,6,1,1,1,1,1,1,1,1,1,2,1,1,10,1,8,1,2,56,5,1,my views on the environment,none,1,1,6,5,4.75,5.25,4.25,5.090909091,7,1,0,-0.340459474,0.38848903
R_5gyEicXtQvZJEQl,Live,Anonymous,,United States,0,6/22/15 10:05,6/22/15 10:12,1,-0.5,4,1,1,1,1,,1,4.429,43.357,52.183,3,1,5,3,4,4,2,1,6,5,5,5,3,2,6,5,1,5,5,4,4,4,6,5,7,6,4,7,2,1,6,3,6,6,3,3,5,5,6,3,6,1,1,1,1,2,1,2,1,5,8,2,,5,,8,1,1,24,2,1,To see how much people are willing to sacrifice for the environment., ,1,1,5,6,4,5.375,4.916666667,4.727272727,5,1,0,0.201878361,0.110814904
R_3dseCs6fqxCREJT,Live,Anonymous,,United States,0,6/16/15 10:33,6/16/15 10:41,1,0.5,4,1,1,1,1,1,,6.346,28.154,77.249,7,1,6,5,6,4,5,1,4,6,3,4,3,5,5,5,1,5,4,3,2,2,6,4,6,4,5,3,4,1,6,3,5,3,4,3,5,3,6,6,4,1,2,2,1,2,1,2,1,,,5,,1,,4,1,1,30,4,1,How I think global warming affects me,no,1,1,5,3,5.25,4.375,4,4.363636364,3,1,0,-0.543836162,-0.166859223
R_a4Y8g9GZejazhEV,Live,Anonymous,,United States,0,6/22/15 9:13,6/22/15 9:20,1,-0.5,4,1,1,1,1,,1,0,0,51.005,0,1,7,6,5,5,5,1,6,5,6,4,2,1,6,6,1,6,3,3,6,5,6,5,7,6,6,6,1,1,6,6,6,6,6,5,5,5,6,6,5,1,1,1,1,2,1,2,1,2,2,1,,5,,1,1,1,36,3,1,how easily swayed people's opinions can be if biased towards the source material, ,1,1,6,7,5.75,5.75,5,5.636363636,5,1,0,0.269670591,0.80500022
R_0DL6PCynKNhIUg5,Live,Anonymous,,United States,0,6/22/15 8:55,6/22/15 9:12,1,-0.5,4,1,1,1,1,,1,30.091,30.091,87.381,1,1,2,3,6,4,4,1,3,3,4,6,3,5,3,5,1,5,3,6,4,3,5,4,2,5,3,4,4,1,5,3,4,3,4,4,5,5,6,3,3,1,1,1,1,1,2,2,1,8,5,5,5,,,4,1,2,26,6,1,is about climate change.,n/a,1,1,5,3,3.75,4,4,4.090909091,5,1,0,-0.543836162,-0.375114818
R_6lNwbsoycgHBGSh,Live,Anonymous,,United States,0,6/16/15 9:58,6/16/15 10:05,1,-0.5,4,1,1,1,1,,1,0,0,68.393,0,1,7,6,6,5,2,1,6,7,6,4,4,2,6,5,1,7,3,3,7,1,5,5,2,7,4,6,3,1,6,5,7,7,1,7,5,7,6,5,6,1,1,1,2,2,1,2,1,2,1,,,10,,2,1,1,38,5,1,The purpose of this study was to see what peoples opinions were about global warming,no,1,1,4,6,6,5.5,4.416666667,5.636363636,4,1,0,-0.204875015,0.80500022
R_7U61NMOQLjhnny5,Live,Anonymous,,United States,0,6/16/15 9:50,6/16/15 10:43,1,-0.5,4,1,1,1,1,,1,0,0,87.674,0,1,7,7,6,6,7,1,5,6,6,7,5,1,6,7,1,6,1,1,7,1,6,7,7,6,1,7,1,1,7,6,6,6,7,6,6,7,6,6,6,1,1,1,1,2,1,1,2,1,2,2,,2,2,,1,2,35,3,1,I think it is about perception as it relates to climate change,n/a,1,1,3,7,6.5,5.875,4.25,6.272727273,5,1,0,-0.340459474,1.290929942
R_bpSH7MBtinb3EoJ,Live,Anonymous,,United States,0,6/16/15 10:40,6/16/15 10:55,1,0.5,4,1,1,1,1,1,,5.695,74.144,87.996,4,1,6,7,6,5,7,1,5,7,6,5,4,2,6,6,1,3,7,7,6,7,6,7,2,7,7,6,3,1,7,7,7,7,4,6,6,5,6,4,5,1,1,1,1,2,1,1,1,1,1,2,,3,1,2,1,2,29,4,1,determining peoples beliefs in global warming and their political affiliations,Thanks!,1,1,4,6,6,5.625,5.666666667,5.818181818,6,1,0,0.812008426,0.943837283
R_01EE0pMxJGmpBnn,Live,Anonymous,,United States,0,6/16/15 10:12,6/16/15 10:26,1,-0.5,4,1,1,1,1,,1,0,0,51.166,0,1,7,4,7,7,2,1,7,7,7,7,1,1,7,7,1,7,7,7,7,7,7,4,7,7,1,7,7,1,5,6,6,7,4,4,1,2,4,4,5,1,2,1,1,2,1,1,2,,1,1,,10,10,,1,1,29,2,1,My understanding and opinions of environmental impacts that I can make in my own home.,none,1,1,7,7,6.25,7,6.25,4.363636364,4,1,0,1.286554031,-0.166859223
R_7U3dsj24H100Jgx,Live,Anonymous,,United States,0,6/16/15 9:54,6/16/15 10:03,1,0.5,4,1,1,1,1,1,,0,0,83.511,0,1,5,7,4,5,5,1,4,3,5,1,4,3,5,5,1,1,1,1,5,1,1,2,4,2,1,1,1,1,6,6,6,7,5,6,5,5,7,5,7,1,2,1,1,2,1,2,1,,10,10,,10,,10,1,1,35,5,1,How popular climate change beliefs are,No,1,1,4,5,5.25,4,1.75,5.909090909,4,1,0,-2.374226356,1.013255815
R_d459WnuEuJR94i1,Live,Anonymous,,United States,0,6/22/15 9:04,6/22/15 9:10,1,-0.5,4,1,1,1,1,,1,10.195,32.883,49.852,7,1,6,6,6,5,5,1,7,6,7,7,1,1,1,6,1,6,6,5,6,2,7,6,6,6,7,5,2,1,6,6,6,5,4,6,4,4,6,4,4,1,1,2,2,2,1,1,2,5,,,,4,8,,1,2,21,3,1,To see if people use negative news to justify lack of action, ,1,1,7,7,5.75,6,5.333333333,5,3,1,0,0.540839508,0.319070499
R_8p7zIdDH0qODuId,Live,Anonymous,,United States,0,6/16/15 10:40,6/16/15 10:51,1,-0.5,4,1,1,1,1,,1,1.774,1.774,88.155,1,1,6,2,6,4,3,1,7,7,5,5,2,2,5,5,1,7,3,7,7,7,7,7,7,7,3,7,7,1,6,6,6,6,6,5,4,5,6,4,7,1,1,1,1,1,1,1,1,10,10,4,4,10,10,8,1,2,60,1,1,How much inconvenience a person would tolerate to be more environmentally friendly,No,1,1,6,6,4.5,5.75,6.333333333,5.545454545,7,1,0,1.354346261,0.735581689
R_dm8AfZw5Cws0DwV,Live,Anonymous,,United States,0,6/16/15 10:22,6/16/15 10:29,1,-0.5,4,1,1,1,1,,1,5.848,5.848,90.897,1,1,3,7,2,2,2,1,5,5,5,4,4,3,5,1,1,7,7,7,7,1,7,7,4,7,1,4,1,1,7,7,7,7,4,4,7,7,7,7,7,1,2,1,1,1,1,1,1,,10,10,10,10,10,8,1,1,35,1,1,Reducing global warming.,Thanks.,1,1,4,5,3.5,4.25,5,6.454545455,6,1,0,0.269670591,1.429767005
R_00Lka4M6snb95Qx,Live,Anonymous,,United States,0,6/16/15 10:02,6/16/15 10:08,1,-0.5,4,1,1,1,1,,1,0,0,53.619,0,1,7,1,7,7,7,1,7,7,7,7,1,1,7,7,1,7,7,7,7,1,7,7,7,7,1,7,5,1,7,1,4,4,1,4,1,1,4,1,4,1,1,1,1,2,1,1,1,1,2,1,,10,10,10,1,1,48,1,1,Whether that mumbo jumbo bullshit you put on the first reading assignment impacted peoples' assessment of global warming,no,1,1,7,7,5.5,7,5.833333333,2.909090909,6,1,0,0.947592884,-1.277555729
R_2nT0emDOedsHI9L,Live,Anonymous,,United States,0,6/16/15 10:12,6/16/15 10:29,1,-0.5,4,1,1,1,1,,1,0,0,52.988,0,1,2,6,5,1,2,1,7,1,2,2,7,6,4,2,1,6,6,6,7,1,1,2,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,,,,,,,1,1,2,28,2,1,"\Well"""," I think the first article was intended to prime my response to the following questions.\""	No""",1,1,2,3.5,2.625,3.333333333,1,1,1,0,-1.086173997,-2.735344894,
R_6o0xIWIInNJUSZ7,Live,Anonymous,,United States,0,6/16/15 10:13,6/16/15 10:24,1,-0.5,4,1,1,1,1,,1,0,0,83.536,0,1,5,5,5,4,1,1,6,6,6,6,2,2,5,5,1,7,1,1,7,1,1,1,1,1,1,2,1,1,5,3,4,4,2,2,2,3,3,2,3,1,2,1,1,2,1,2,2,,2,2,,5,,,1,2,28,2,1,Finding out whether certain people believe that taking care of the eviornment is a moral issue.,N/A,1,1,6,6,4.75,5.75,2.083333333,3,3,1,0,-2.103057438,-1.208137198
R_eJqZ8Hc8BHhXEUd,Live,Anonymous,,United States,0,6/16/15 9:58,6/16/15 10:05,1,0.5,4,1,1,1,1,1,,0,0,58.319,0,1,7,7,5,5,2,1,3,5,5,6,5,4,6,6,1,6,6,6,6,6,7,6,6,6,7,6,6,1,6,6,6,7,1,7,6,2,7,1,7,1,2,1,2,2,1,2,1,,4,,,10,,2,1,2,32,7,1,FEELINGS ABOUT GLOBAL WARMING AND CLIMATE CHANGE,NO,1,1,3,4,6,4.75,6.166666667,5.090909091,3,1,0,1.218761802,0.38848903
R_cZN92tUFD29g7Od,Live,Anonymous,,United States,0,6/16/15 10:46,6/16/15 10:54,1,0.5,4,1,1,1,1,1,,1.386,38.752,53.396,3,1,4,6,7,7,7,1,6,6,6,5,2,2,7,7,1,7,5,7,7,7,7,7,7,7,7,7,5,1,7,7,7,7,6,5,6,7,7,5,7,1,1,1,1,2,1,1,1,1,1,1,,10,10,8,1,1,29,2,1,how you feel about global climate change and what your willing to do to try and fight it.,nope,1,1,6,6,6,6.125,6.666666667,6.454545455,6,1,0,1.625515178,1.429767005
R_23kkXaAGc4dUJNP,Live,Anonymous,,United States,0,6/16/15 9:52,6/16/15 9:57,1,-0.5,4,1,1,1,1,,1,0,0,61.619,0,1,7,6,7,6,2,1,7,6,7,7,4,3,7,7,1,5,3,3,6,2,6,5,4,5,1,6,4,1,5,6,6,5,4,4,3,5,6,4,5,1,1,1,1,2,1,1,1,1,1,2,,10,5,4,1,1,25,2,1,"\Opinions on efforts toward combating climate change"""," moral opinions\""	 """,1,4,5,6.5,6.25,4.166666667,4.818181818,6,1,0,-0.408251703,0.180233435,
R_6yVvbRT3Ug9WKm9,Live,Anonymous,,United States,0,6/16/15 9:55,6/16/15 10:05,1,0.5,4,1,1,1,1,1,,0,0,100.654,0,1,3,4,2,1,5,1,1,2,2,1,6,7,4,3,1,5,1,4,5,1,6,7,1,3,6,6,3,1,4,4,6,7,1,1,1,1,7,1,7,1,2,2,2,2,1,2,2,,,,,5,,,1,1,30,1,1,Perceptions on global warming and energy consumption,No,1,1,2,1,2.5,2,4,3.636363636,1,1,0,-0.543836162,-0.722207476
R_2sIdbl4JR3khlAN,Live,Anonymous,,United States,0,6/16/15 9:49,6/16/15 10:11,1,0.5,4,1,1,1,1,1,,0,0,96.485,0,1,5,5,5,5,5,1,5,5,5,5,3,3,5,5,1,5,5,1,5,3,5,3,5,5,3,5,5,1,5,3,5,2,2,2,1,2,4,2,2,1,2,1,1,2,1,2,1,,1,1,,10,,1,1,2,24,2,1,demographics,no,1,1,5,5,5,5,4.166666667,2.727272727,4,1,0,-0.408251703,-1.416392792
R_5tJsrxUEUUEqt0N,Live,Anonymous,,United States,0,6/22/15 9:37,6/22/15 9:55,1,-0.5,4,1,1,1,1,,1,0,0,90.343,0,1,1,5,2,1,1,1,5,3,3,1,3,5,3,3,1,1,1,1,5,1,1,1,1,1,1,4,1,1,4,3,4,4,3,2,3,3,4,3,3,1,2,1,1,2,1,2,2,,1,1,,5,,,1,1,22,5,1,"\The purpose of this study was to gather peoples opinions on the importance of climate change""", global warming," and recycling.\""	\""The study was easy to follow. It would be nice to have a more evidence based article in the beginning. Statistics and such are very important. Also""",5,3,2.25,3.25,1.583333333,3.272727273,3,1,0,-2.509810815,-0.999881603,
R_cAvdOiQBJ7sV85D,Live,Anonymous,,United States,0,6/22/15 9:14,6/22/15 9:24,1,0.5,4,1,1,1,1,1,,0,0,104.435,0,1,7,7,7,7,6,1,7,7,7,7,1,1,7,7,1,7,1,7,7,1,7,7,7,7,7,7,1,1,7,4,7,7,7,2,7,7,7,7,7,1,1,1,1,1,1,1,1,2,2,2,2,10,10,1,1,2,64,2,1,Reading something that says climate change is directly caused by humans will make us want to change our habits?,no,1,1,7,7,7,7,5.5,6.272727273,7,1,0,0.676423967,1.290929942
R_a5Hoc0Lv7Vlqv9b,Live,Anonymous,,United States,0,6/16/15 9:57,6/16/15 10:12,1,0.5,4,1,1,1,1,1,,57.286,68.296,70.777,3,1,6,7,6,6,7,1,7,7,7,6,2,1,7,7,1,6,2,7,7,4,7,6,7,7,6,5,2,1,6,5,6,6,4,4,6,6,6,6,6,1,2,1,1,2,1,1,1,,2,1,,10,5,8,1,1,49,5,1,"\To inform people about the real threat to the climate posed by global warming. Also"""," to determine the views of people regarding climate change and educate them on what they can do to reduce human impact on the climate. \""	\""I agree completely that humans need to stop wasting energy and resources. However""", humans being what they are,6,7,6.25,6.75,5.5,5.545454545,5,1,0,0.676423967,0.735581689,
R_6gK6uTYHuqF1Dil,Live,Anonymous,,United States,0,6/22/15 9:23,6/22/15 9:29,1,0.5,4,1,1,1,1,1,,0,0,51.798,0,1,6,4,6,7,5,1,7,7,7,7,1,1,7,7,1,7,4,6,7,4,7,4,6,6,3,6,2,1,6,4,6,4,4,4,4,4,4,4,4,1,1,1,1,2,1,2,2,1,1,2,,7,,,1,1,39,1,1,I think it was designed to determine whether people feel that opinions on climate change are seen as an issue of morality,No,1,1,7,7,5.75,7,5.166666667,4.363636364,4,1,0,0.405255049,-0.166859223
